"place_id","name","alt_name","type","address","suburb","postcode","region","latitude","longitude","summary_html","history_html","source_html"
25,"Amberley RAAF Airfield",,"Airfield","Aviation Street",Amberley,4306,South-East,-27.6347217127453,152.708930969238,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",,"<p>Currently a Royal Australian Air Force Base</p><p><a href=""https://heritage-register.ehp.qld.gov.au/"">Queensland Heritage Register</a>.</p>"
27,"Public Pill Shelters (6)","Annerley Shelters","Civil defence facility","Annerley Road",Annerley,4010,Brisbane City,-27.5032653808594,153.031188964844,,,"<p>BCC list</p>"
28,"Annerley Drill Hall","7th Base Ordnance Depot","Training facility","158 Dudley Street",Annerley,4103,Brisbane City,-27.5112152099609,153.03727722168,"<p>Originally known as the Junction Park Drill Hall, this hall was constructed in the south eastern corner of the site facing Dudley Street during WWI. A simple gable roofed hall it is of a general type constructed in other parts of Queensland from around 1914. It had a single large space with offices arranged down one side of the building. Drill halls like this were designed to allow all-weather training for local militia as well as provide an office each for those units that might share use of the site.</p>","<p>Annerley drill hall became the headquarters and offices of the 2nd Brigade Area and Machine Gun Section 2nd Light Horse, Headquarters Machine Gun Section and two companies of the Ninth Infantry, area office and store 9A and for two companies of cadets. In addition to these companies, the 3rd AMC (Field Ambulance) and the 34th AMC (Company) were also placed at the site.</p><p>During World War II, encampments for personnel of the Australian and United States armed forces were placed wherever space could be provided. Training depots like the one at Annerley provided a range of facilities for the garrison troops. At the end of the war the site is believed to have been used by 7th Base Ordnance Depot for the storage of 3.7-inch static anti-aircraft guns.</p>","<p>BCC Heritage Unit file</p>"
30,"Public Bus Shelter",,"Civil defence facility","cnr Waldheim Street and Ipswich Road",Annerley,4103,Brisbane City,-27.5095691680908,153.032958984375,,,"<p>BCC list</p>"
31,"Public Cantilever Shelter & Slit Trench","Heffernan Park (Dutton Park shelters)","Civil defence facility","260 Annerley Road",Annerley,4103,Brisbane City,-27.500452041626,153.029190063477,"<p>Public Cantilever Shelterand Slit Trench</p>","<p>The design implemented by Brisbane City Council to build many public air raid shelters enabled them to be utilised as bus shelters or general shade after the war. The outside brick walls could be removed leaving a cantilevered roof concrete structure.""</p>","<p>BCC Herirage Unit citation; BCC list, <a href=""http://www.ozatwar.com/bunkers/airraidshelterduttonpark.htm"">Air Raid Shelter opposite Dutton Park, near the corner of Cornwall Street and Rusk Street, Brisbane</p>"
32,"Antill Plains Airfields",,"Airfield","Adjacent to the Flinders Highway/western rail link",Antill Plains,4811,Townsville,-19.4369029998779,146.833129882812,"<p>The Antill Plains airfields were constructed during the early months of 1942. Often misspelt as ""Anthill"" in reference to the numerous termite mounds in the locality, the unusual name actually refers to an early landholder. The main Townsville&#8211;Charters Towers highway ran through the middle of the three strips and the Antill Plains rail siding was in the vicinity of this base.</p>","<p>Other airfields also lined the road to Charters Towers. Fighter aerodromes (such as Anthill Plains) were always located nearer the coast to provide speedy interception in case of carrier attack. Medium bombers were located further out (Woodstock and Charters Towers), with heavy bombers being based at the extremity (Reid River). These had the greatest operational range and were vital if any strike was to be made against a retreating carrier force.</p><p>Owen Cary was a Signaller in the Australian 9th Infantry Battalion and arrived in Townsville around April 1942. The Battalion arrived at Stewart Creek junction near Townsville at night. They then boarded another train that took them to Antill Plains where they camped for several days. Carey's memories of the Antill Plains rail siding are of heat, spear grass and no tents.</p><blockquote><p>There must have been an aerodrome just over the back of us as 'Bel Aero Cobras' (sic) fighter planes used to take off and fly over us, just above tree top height. They seemed to go like a bat out of hell as we weren't used to fighter planes, or any planes traveling so fast.</p></blockquote><p>These were likely to have been Bell P39 Airacobras of No. 35 and 36 Pursuit Squadrons (US). They left Anthill Plains (next to Oak Valley) at the beginning of May; however, around a dozen of these fighters were forced down or destroyed between Cooktown and Horn Island during a severe storm.</p><p>The four graded Antill Plains airfields are now partially covered by the waters of the Ross River Dam catchment area. The Townsville&#8211;Charters Towers highway that ran through the vicinity was moved to the south-east during the early 1970s to clear the catchment area. The airfield locations can still be seen from the air and are more clearly defined when the dam waters recede in the dry season.</p>","<p>Unpublished memoir of O K Cary Signaler 9th Infantry Battalion 1941&#8211;1944, written December 1985 (Author collection).</p><p>The North Queensland Line: The Defence of Townsville in 1942"". Ray Holyoak unpublished</p><p>Honours Thesis, James Cook University, Townsville 1998.</p><p>Defence Schemes- Australia: Plans for the Defence of Townsville and the North East Area - Second Report of the Joint Planning Staff, Mar 1942, AWM 54, item 243/6/119.</p>"
35,"Archerfield Aerodrome","Archerfield Airfield","Airfield","381 Beatty Road",Archerfield,4013,Brisbane City,-27.5686425989023,153.008480072022,"<p>Archerfield replaced Eagle Farm as Brisbane's domestic airport in 1931. During the war's early years (1939&#8211;41), Archerfield was used as an RAAF training facility. On 20 July 1942, US General Douglas MacArthur transferred his headquarters from Melbourne to Brisbane. Archerfield developed into a major United States Army Air Force (USAAF) repair and maintenance base. Planes serviced included: B-17 Flying Fortresses, B-24 Liberators, P-40 Kittyhawks, DC-3 Dakotas, B-26 Marauders. In May 1944 with the major US base completed at Hollandia, Dutch New Guinea, the USAAF gradually left Archerfield, returning it to RAAF control.</p><p>Archerfield also served the Dutch and British forces. In July 1944, the Dutch established a Netherlands East Indies (NEI) Government-in-Exile at Camp Columbia, Wacol. As Dutch transport planes serviced Camp Columbia, a NEI Transport and Maintenance Section was established nearby at Archerfield.</p><p>From February 1945, the British Pacific Fleet used some of Archerfield's facilities. The Fleet Air Arm occupied two igloos until 1946. A total of 35 wartime buildings including ancillaries such as lavatories and guardhouses were constructed during the war. The pre-war Hangars 3, 4 and 5 were extended. The Allied Works Council directed all construction.</p><p>The RAAF remained at Archerfield until 1955.</p>","<p>Three days prior to war's declaration (3 September 1939), No. 23 Squadron (RAAF) flew into Archerfield. No. 3 Flying Training School (later renamed No. 2 FTS) operated from November 1939 to April 1942 with planes commandeered from the Airwork Company.</p><p>The pre-war QANTAS hangar was extended by 1,072 square metres. Airwork's hangar received a saw-tooth roof addition. A building complex was erected near the Mortimer and Beatty Roads corner for the RAAF. Two Bellman hangars were built in the southeast corner. In July 1941, anti-aircraft (AA) gun emplacements were proposed but AA guns were unavailable.</p><p>At the Pacific War's outbreak (8 December 1941), Archerfield was placed on 'War Alert'. Slit trench and air raid shelter construction, building camouflage, decoy aircraft usage and a 24-hour standby flight of Wirraway CA-1 trainers and Hudson bombers were implemented. An aircraft dispersal area was established in the bushland south of Mortimer Road. By March 1942, AA guns were installed; extending the grass airfield's northeast corner was approved, severing Boundary Road and relocating the Queensland Aero Club buildings; and the USAAF 68th Pursuit Squadron arrived. Full camouflage work was underway by April.</p><p>In July 1942, Archerfield became a major USAAF aircraft servicing base occupied by the 81st Air Depot Group, a component of General Kenney's 5th Air Force. ""Camp Buckley"" was erected nearby to house USAAF personnel. US film stars transitting there during the war included: Bob Hope, John Wayne, Gary Cooper.</p><p>MacArthur visited Archerfield in March 1943 to present Kenney with the Distinguished Service Medal. In 1943&#8211;44, the Commonwealth Department of Aircraft built five timber-framed, single span igloos along Kerry Road. Four igloos were hangars. The fifth was a store. The igloos were connected to the airfield by a taxiway across Beatty Road. QANTAS and ANA initially occupied two of these igloos, conducting repair and maintenance work for the Department of Aircraft.</p><p>From May 1944, the USAAF began to hand-over to the RAAF. A Lockheed Ventura, with future Prime Minister Gough Whitlam in its crew, operated from Archerfield.</p><p>The Dutch transferred personnel from Melbourne and Canberra to Camp Columbia. They came on Lockheed Lodestars and Dakotas. By June 1944, 16 Dutch Dakotas were concentrated at Archerfield, where a NEI Transport and Maintenance Section under Captain P. Schelling was established.</p><p>The British Pacific Fleet was formed on 22 November 1944 with Brisbane designated as an Advanced Fleet Base. The Royal Navy occupied two Kerry Road igloos from February 1945. On 15&#8211;16 February 1945, the Duke of Gloucester visited Archerfield. No.23 Squadron returned in 1948.</p><p>At Archerfield RAAF Station were the following RAAF units:<br/>No 3 Elementary Flying Training School (various small planes) - formed at Archerfield 6 November 1939 - renamed No 2 Elementary Flying Training School on 2 January 1940 - disbanded 31 March 1942 Fl Lt T.C. Curnow to 10/6/40; Fl Lt J.H. Wright to 21/11/41; Wing Com G.C. Mathews<br/>No.4 Communications Flight - 'Archerfield's Own'<br/>formed at Archerfield 7 September 1942 - 1 Avro Anson, 1 Lockheed Hudson, 2 Wirraways<br/>disbanded there 16 April 1946. flew mail, supplies, VIPs (Blamey)<br/>also flew Avro Ansons, Tiger Moths, Moth Minors, Dragon Rapides, Beauforts, Douglas Dolphins, Vultee Vengences, Norseman, Lodestars, Gannets, Venturas<br/>Sqd Ldr J. MacDonald to 21/10/43 and replaced by Sqd Ldr V.H. Byrnes, 1 November 1943 renamed No.4 Communications Unit. 30 October 1945- Sqd Ldr. G.T. Newstead became CO<br/>No.38 Squadron (Dakota DC-3 transports) - 27 December 1944 Sqd Ldr R.G. Cornfoot<br/>No.323 Radar Station 7 February 1945 to 16 April 1945 Flying Officer F.R. Dennis<br/>No.324 Radar Station 27 February 1945 to 10 June 1945 Fl LtW.D. Neal<br/>No.325 Radar Station 28 February 1945 to 2 May 1945 Pilot Officer A.E. Irvine<br/>No.342 Radar Station 2 March 1945 to 2 May 1945 Fl Lt V.B. Aldrich<br/>No.2 Air Ambulance Unit established in March 1942 at Canberra<br/>transferred to Archerfield from Kingaroy on 7 September 1944 Sqd Ldr. A.N. Pentland<br/>replaced by Sqd Ldr J.G. Hitchcock on 16 September 1945<br/>disbanded 8 December 1945<br/>Flew 5 Hudsons, 3 Fox Moths, 6 Dragon Rapides DH-84, 2 Gannetts, 1 Moth Minor 6 Dakotas replaced the Hudsons in July 1945.<br/>to Madang, Tadji, Lae, Hollandia, Morotai, Jacquinot Bay, Nazab<br/>55 patients, 18,762 lbs of medical supplies carried 2&#8211;27 June 1945</p><p>USAAF units at Archerfield:<br/>8th Fighter Squadron<br/>16th Bombardment Group<br/>17th Bombardment Group<br/>91st Bombardment Group<br/>368th Bombardment Group<br/>21st Troop Carrier Squadron<br/>374th Troop Carrier Squadron<br/>22nd Air Base unit<br/>8th Material Unit,<br/>30th Material Unit<br/>15th Weather Unit,<br/>565th Air Warning Battalion<br/>2nd Field Hospital</p>","<p>BCC Heritage Unit citation, NAA digital plan; Units of the Royal Australian Air Force Vol.2.</p>"
39,"Camp Ascot (US Army)","Eagle Farm Racecourse","Military camp","230 Lancaster Road",Ascot,4007,Greater Brisbane,-27.4274368286133,153.067733764648,"<p>Camp Ascot was the first US Army camp established in Australia, following the arrival of the 'Pensacola' Convoy on 22 December 1941. It was located in the Ascot Racecourse due to its close location to the major Brett's Wharf at Hamilton. The Americans were not permitted to damage the racetracks so it was largely a tented camp containing only a few, temporary, pre-fabricated buildings. Until War's end in 1945, it remained a delivery and transit camp for various US Army and Navy units upon their arrival in Brisbane.</p>","<p>On 22 December 1941, the 'Pensacola' Convoy reached Brisbane's Brett's Wharf at Hamilton, bringing the first US Army troops to Australia. Upon disembarking, the troops marched up Racecourse Road and entered Ascot Park Racecourse to establish a tented camp. The units comprised the 147th Artillery Regiment, 131st and 148th Artillery Battalions, motor transport units, US Army Services of Supply (USASOS) personnel plus pilots, ground crews and aircraft for P-40E fighter and A-24 dive-bomber squadrons. On 28 December, the convoy's combat units departed for Darwin and Java on Holbrook and Bloemfontein. The remaining troops stayed at the new US Army Camp Ascot Park.</p><p>The camp was built within the grounds of the Ascot Park (now Eagle Farm) Racecourse. Because the racecourse was an important Brisbane existing sporting and recreation facility, the Americans were not permitted to alter its buildings or damage its three concentric racetracks. The Australian Comforts Fund (ACF) initially provided personal items, such as writing paper, library books and magazines for the Americans.</p><p>By May 1942, when the 648th US Engineer Regiment reached Brisbane, the unit described the Camp as ""a big fancy racetrack"" though they found the facilities poor. The Regiment's kitchen comprised a makeshift tin shack with coal stoves, an open hearth with primitive utensils. US troops had to chop wood daily to supply the kitchen's fireplace. They shared this small shack with the 69th US Engineer Regiment, the 707th and 708th Regiments and a Base Communications unit. Only open-air showers were available and there was no hot water available except by boiling. A tin horse trough was used as a shaving basin. The latrines were corrugated iron sheds containing unfamiliar timber 'dunnies' supplied with sawdust instead of toilet paper. The American soldiers referred to the latrine as 'the Can'. There were no lights except in the Mess Hall. The men slept on the wooden floors of their tents. Two US Army and two Australian army sentries guarded Ascot Park's main gates.</p><p>In May 1943, the 837th Signal Service Detachment was deactivated and renamed the Special Intelligence Service (SIS) commanded by Colonel Harold Doud. In 1944, SIS was relocated into 'permanent' quarters at Camp Ascot Park. The camp had become a tent city, packed with US Army 'Bell Tents' and divided into camps 'A', 'B', 'C' and 'D'. A temporary movie theatre was placed in the main grandstand. Ascot Racecourse's flowerbeds were beautifully maintained to aid camp morale. A baseball diamond was marked in the racetrack's grass field centre. Two warehouses including a Mess Hall, complete with a Day-Room (Reading Room) was placed in the members' car park. Prefabricated demountable huts (20 to 40) were placed around Camp Ascot but outside the fenced racing circle. A tramline that ran from outside the racecourse and into Brisbane City, where most amenities for troops on leave were located, serviced the camp.</p><p>SIS expanded and was allotted Oriel Park (just four streets away from Camp Ascot Park) as as site to place temporary additional facilities. Americans from the Womens' Army Corps (WAC), Australians from the Women's Auxiliary Australian Air Force (WAAAF) as well as Canadians were based at Oriel Park. In June 1944, SIS sent an Advanced Headquarters to the new Allied base at Hollandia, Dutch New Guinea. By 1 August 1945, the entire SIS had left Camp Ascot Park and the unit was concentrated at San Miguel in the Philippines.</p>","<ul><li>>SIS in the Far East 1942&#8211;46</li><li>Of Maps and Men.</li></ul>"
40,"Central Intelligence Bureau Headquarters","'Nyrambla'","Radar/signal station","21 Henry Street",Ascot,4007,Greater Brisbane,-27.4313945770264,153.060256958008,"<p>A grand, hillside 1885 Ascot home, ""Nyrambla' was requisitioned by the US Army circa July 1942 as the headquarters of Central Bureau in Australia. This was a joint US/Australian secret code-breaking organisation. It put the forerunners of IBM computers into the garage at 'Nyrambla' to aid code breaking. In April 1943, it decoded an intercepted Japanese signal that lead to the ambush and death of</p><p>Admiral Yamamoto, who had planned the attack on Pearl Harbour. Central Bureau remained at 'Nyrambla' until 1945.</p>","<p>In late 1941, Detachment 6, 2<sup>nd</sup> Signal Service Company arrived in Manila as a reinforcement for General MacArthur's Philippines Command. Major Joe Sherr and Operations Officer Lieutenant Howard W. Brown led 6 Sergeants, 3 Corporals and 6 Privates. On 17 March 1942, MacArthur left the Philippines for Australia. As he was a master of cryptanalysis and deemed important to the war effort, Sherr departed with MacArthur. Brown was evacuated on 14 April to Australia where he joined MacArthur's Signal Intelligence (SIGINT) operation. Some other members of 2<sup>nd</sup> Signal Service Company were also evacuated but not all escaped. In Australia, Sherr was promoted to Colonel to head a new unit, the 837<sup>th</sup> Signal Service Detachment.</p><p>On 1 April 1942, MacArthur ordered the formation of a joint US/Australian SIGINT organisation called Central Bureau, to be established under Major General S. B. Akin with its headquarters in Melbourne. MacArthur described the role of the group as ""the interception and cryptanalyzing of Japanese intelligence"".</p><p>At first, Central Bureau was made up of 50% American, 25% Australian Army and 25% Royal Australian Air Force (RAAF) personnel. Later more Australians joined. Central Bureau was attached to the Headquarters of the Allied Commander of the South-West Pacific Area (SWPA) in Melbourne.</p><p>On 20 July 1942, General MacArthur moved his Headquarters to Brisbane. Central Bureau immediately relocated to Brisbane, establishing its headquarters in 'Nyrambla' at 21 Henry Street, Ascot. <em>Nyrambla</em> was built in 1885&#8211;86 as the residence of the manager of the Australian Joint Stock Bank. In September 1942, the US 837<sup>th</sup> Signal Service Detachment relocated to Brisbane. Initially sent for three-days to the US Camp Doomben at Doomben Racecourse, the Detachment's 6 officers and 18 enlisted men moved into 'Nyrambla'.</p><p>Central Bureau had banks of IBM Tabulators, the forerunner of computers, which were used by the cryptanalysts to decode intercepted Japanese ciphers that concealed an original text message. These machines were placed in the rear garage of 'Nyrambla'.</p><p>The 837th Signal Service Detachment's Sergeant Donald Moreland installed the IBM equipment at Ascot. While in Melbourne, he had installed the SIGABA (ECM Mk. 2) cipher machine. SIGABA was used to encipher messages from plain text into a secret cipher text under the control of a decipherment key.</p><p>At 'Nyrambla', Central Bureau decrypted a Japanese Army Air Service signal intercepted by No. 51 Wireless Section at Darwin. The signal contained the Commander-in-Chief of the Combined Japanese Fleet, Admiral Isoroku Yamamoto's itinerary for his forthcoming trip to Rabaul. As a result, on 18 April 1943, Yamamoto's aircraft was intercepted off Bouganville by US P-38 Lightning fighters and he was killed. In May 1943, the 837th Signal Service Detachment was renamed Special Intelligence Service led by Colonel Harold Doud.</p><p>The IBM machines were later moved from the 'Nyrambla' garage to the Ascot Fire Station at 83 Kitchener Road. After the IBM machines were removed, the Australian No.11 Cipher Section led by Captain Ian Allen (Allan&#63;) occupied the garage. It was filled with Typex machines operated by Australian Women Army Service (AWAS) staff. They worked around the clock shifts. Each shift consisted of 12 women and several male cipher mechanics. Messages were sent to Washington, India and to the British code breakers at Bletchley Park in England. In 1944, when the AWAS and then the RAAF took a lease on 'Nyrambla', the 837th Signal Service Detachment returned to Camp Doomben. To avoid camp conditions, 8 SIS men rented a house at 45 Eldernell Street, Hamilton and furnished it with G.I. cots, a dining room suite and a housekeeper. When conditions became crowded at 'Nyrambla', the RAAF women from the Womens' Auxiliary Australian Air Force (WAAAF) were billeted nearby at a house at 26 Henry Street. After SIS left for Hollandia, Dutch New Guinea in late 1944, the Eldernell Street house was leased by RAAF No.3 Base Supply Depot members.</p><p>In 1988, a group of US ex-servicemen unveiled a plaque at 'Nyrambla'. It reads:</p><blockquote><p>Central Bureau, an organisation comprising service personnel of Australia, USA, Britain, Canada and New Zealand, both men and women, functioned in this house from 1942 till 1945. From intercepted enemy radio messages, the organisation provided intelligence which made a decisive contribution to the Allied victory in the Pacific.</p></blockquote><p>A second plaque recognises:</p><blockquote><p>&hellip;the service given by the men and women of the Royal Australian Corps of Signals at this site during World War II&hellip; They passed this way.</p></blockquote>","<p>BCC Heritage Unit citation</p><p>Scott, Eve, <cite>A Woman At War</cite>, (Greenslopes, Brisbane: McCann Publications, 1985).</p><p>US Army Special Intelligence Service, <cite>S.I.S. Record 1942&#8211;1946</cite>, (&#63;; SIS record Association, 1946).</p>"
41,"Camp Doomben (United States Army)","Doomben Racecourse","Military camp","Hampden Street (cnr Nudgee Road)",Ascot,4007,Greater Brisbane,-27.4258689880371,153.076049804688,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",,"<p>AWM photographic reference</p>"
42,"Racecourse Road (cnr Kingsford Smith Drive)","cnr Racecourse Road and Hamilton Road","Civil defence facility","Racecourse?Road (cnr Kingsford Smith Drive)",Ascot,4007,Greater Brisbane,-27.4392356872559,153.064361572266,,,"<p>BCC list</p>"
48,"Public Shelter",,"Civil defence facility","1 Mareeba Road",Ashgrove,4060,Brisbane City,-27.4437026977539,152.986190795898,"<p>Public Shelter (demolished)</p>",,
49,"2/1 Australian Chemical Warfare Laboratory","St John's Wood Hall (See Ashgrove CWS)","Scientific facility","Gresham Street and?Royal Parade",Ashgrove,4060,Brisbane City,-27.447286605835,152.974166870117,"<p>The use of chemical weapons by the Japanese in China increased the threat of chemical warfare during WWII. The Allied forces in Australia stockpiled chemical weapons to be used in retaliation, and carried out experiments on the effectiveness of various gases and compounds. The Australian government also established significant chemical weapon stocks and established a number of testing facilities and depots across the country.</p>","<p>This military organisation was originally formed as part of the Royal Australian Engineers in mid-1942, under the leadership of infantry Captain Jim McAllester. Known initially as the 2/1st Australian Mobile Anti-gas Laboratory, it was located in Broadmeadows Camp in Victoria. Following a name change to 2/1st Australian Chemical Warfare Laboratory in February 1943 it was moved to Brisbane to be closer to field operations. Approval was given to re-establish the laboratory at St John's Wood in August 1943, and it was in operation at that site by October.</p><p>The mobile chemical warfare laboratory operated by the unit had been constructed in recognition of its need to be mobile in Australia in event of enemy chemical attack, and potentially to be used in the Pacific area of operations. The tasks and processes adopted by the unit were similar to those of British units, and were well established by the time they settled in as St John's Wood. The Laboratory was tasked with the examination of enemy chemical weapons, ammunition, and protective clothing and respirators.</p><p>At various times the St Johns Wood Laboratory also stored larger quantities of chemicals. In February 1944 for example, 75 boxes of 25-pounder shells containing bromobenzylcyanide (known as BBC) were delivered for training purposes. The site is believed to have been cleared when abandoned by the Army.</p>","<p>G Plunkett, Chemical Warfare in Australia, Australian Military History Publications, Loftus, 2007.</p>"
51,"65 Australian Women's Army Service (AWAS) Barracks",,"Military camp","Robert Street",Atherton,4883,Atherton Tablelands,-17.2699661254883,145.484329223633,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",,"<p>AWM photographic reference</p>"
53,"Atherton Hospital","and Queensland Country Women's Association (QCWA) Haven Hut","Medical facility","Jack Street",Atherton,4883,Atherton Tablelands,-17.265962600708,145.480026245117,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",,"<p>AWM photographic reference</p>"
55,"Atherton War Cemetery","Atherton General Cemetery (War Plot)","Cemetery","Rockley Road",Atherton,4883,Atherton Tablelands,-17.2761383056641,145.493713378906,"<p>The third largest war cemetery in Queensland and located at the southern entrance to the Tablelands town of Atherton, the Atherton War Cemetery contains 164 graves, each with simple white marble headstone. At the top of each headstone is engraved the national emblem and the service or regimental badge, followed by rank, name, unit, date of death and age. The cemetery forms an important memorial to the Australian soldiers and airmen who died on the Atherton Tableland during the Pacific conflict as a result of war wounds, accidents or sickness.</p>","<p>With the decision to develop the Atherton Tablelands as a rehabilitation and training area for Australian troops returning from the Middle East came the need for the development of a major hospital program in anticipation of mounting casualties. The Australian Army General Hospital complex established at Rocky Creek railway siding between Atherton and Mareeba became the largest medical facility to be built in north Queensland during World War II. Containing some 2000 beds it was a key component in preparations for the New Guinea and island offensive that commenced in mid-1943. Initial development of the hospital was underway by October 1942 with the arrival of a small camp hospital detachment.</p><p>An earlier Atherton cemetery was closed in 1928 after the area was found to be too small and swampy for future use and during the same year a new cemetery reserve was gazetted on an open hillside at the southern entrance to the town. The Atherton War Cemetery was created on land adjoining the Atherton General Cemetery in 1942. The first burial at Atherton War Cemetery took place on 4 January 1943, a day before the arrival of the 2/2 Australian General Hospital at Rocky Creek. Gunner AM Hemsworth of the Royal Australian Artillery was the first of 164 Australian war dead to be buried at the War Cemetery.</p><p>Graves at the Atherton War Cemetery were initially marked with simple wooden crosses. In January 1944 the cemetery was resurveyed by members of the 7th Graves Registration and Enquiry Unit and the layout was redesigned in keeping with the principles of the Imperial War Graves Commission. The wooden crosses were subsequently replaced by rows of white marble headstones and the earlier central flagpole was replaced by the Cross of Sacrifice-a tall finely proportioned stone cross with a symbolic bronze sword attached to its face. The last wartime burial at the Atherton War Cemetery took place on 1 December 1946 for Lieutenant F Stuart-Boyle of the Australian Army Ordnance Corps. The cemetery contains the graves of 151 Australian Army and 12 RAAF personnel, and one member of the Young Mens' Christian Association.</p>","<p>Pearce, Howard (contributing author).</p><p>Atherton War Cemetery, <a href=""https://heritage-register.ehp.qld.gov.au/"">Queensland Heritage Register</a> place 602765, Brisbane.</p><p>Vera Bradley. I Didn't Know That: Cairns and districts Tully to Cape York, 1939&#8211;1946, Service personnel and civilians, Boolarong Press, Brisbane, 1995.</p><p>Peter Nielsen. Diary of WWII North Queensland, Nielsen Publishing, Gordonvale, 1993.</p><p>Howard Pearce (Ed.). Heritage Trails of the Tropical North: A heritage tour guide to far north Queensland, Environmental Protection Agency, Brisbane, 2001.</p><p>Howard Pearce. WWII: NQ: A cultural heritage overview of significant places in the defence of north Queensland during World War II. Environmental Protection Agency, Brisbane, 2009.</p>"
